Open,High,Low,Close,Volume,Dividends,Stock Splits
196.10000610351562,201.64999389648438,195.4199981689453,,10966900,0.0,0.0
202.0500030517578,206.2100067138672,201.5,1.979407958702395,8591400,0.0,0.0
206.1999969482422,207.0500030517578,204.0,0.2828587283211448,6029600,0.0,0.0
207.25,210.02000427246094,205.58999633789062,2.120313430346066,7033200,0.0,0.0
210.02000427246094,212.5,208.44000244140625,0.9809979069031582,5580200,0.0,0.0
212.11000061035156,212.97999572753906,208.58999633789062,-1.2921506501913482,6125900,0.0,0.0
207.57000732421875,213.63999938964844,206.91000366210938,1.5336136597911887,5951500,0.0,0.0
214.2899932861328,217.75,213.35000610351562,2.2209679681032934,7659500,0.0,0.0
217.17999267578125,222.5500030517578,216.0,1.8366737863577232,8199400,0.0,0.0
224.24000549316406,226.07000732421875,217.1999969482422,0.13560686053046833,13516100,0.0,0.0
221.0,221.14999389648438,216.32000732421875,-1.8191661632751766,9123100,0.0,0.0
220.33999633789062,220.5800018310547,216.5500030517578,1.301150267151585,8225300,0.0,0.0
222.75,223.49000549316406,218.5,0.059004621128355694,10548600,0.0,0.0
222.0,227.7899932861328,221.1999969482422,3.2296085005696584,17703300,0.0,0.0
255.0500030517578,257.7099914550781,248.02000427246094,9.978904680709611,27705300,0.0,0.0
250.8800048828125,261.7099914550781,249.30999755859375,4.39889520243395,17352400,0.0,0.0
263.0,272.29998779296875,260.2300109863281,3.214705245496585,15336400,0.0,0.0
271.489990234375,274.6000061035156,268.760009765625,1.8168311734161113,11021800,0.0,0.0
274.20001220703125,286.80999755859375,273.9200134277344,3.6380152994640147,17529700,0.0,0.0
277.0,282.7300109863281,272.70001220703125,-2.0345088089630092,12482900,0.0,0.0
281.94000244140625,282.2900085449219,269.5799865722656,-3.0487806212932567,11695100,0.0,0.0
266.4100036621094,271.95001220703125,263.3800048828125,-1.9348800240256758,9669000,0.0,0.0
263.0,270.6199951171875,262.7099914550781,0.8903253051469884,9123600,0.0,0.0
262.0,267.8999938964844,250.02999877929688,-4.924652630459425,11896100,0.0,0.0
247.6999969482422,266.70001220703125,245.0,4.507200094963859,12595800,0.0,0.0
266.5799865722656,272.45001220703125,264.3299865722656,-0.4365511277963252,8981500,0.0,0.0
267.0799865722656,267.6199951171875,250.0,-5.465675683594451,9306700,0.0,0.0
253.85000610351562,255.8000030517578,236.11000061035156,-0.25190118650046944,16906900,0.0,0.0
252.13999938964844,259.1499938964844,249.0,3.3992107046273423,8534900,0.0,0.0
257.2900085449219,261.4100036621094,254.6999969482422,0.12404605214122455,6855200,0.0,0.0
260.4700012207031,269.8800048828125,260.3299865722656,2.9929962113867337,10972000,0.0,0.0
270.0299987792969,280.5,267.6300048828125,5.3646575239368,10759700,0.0,0.0
278.7300109863281,281.9599914550781,275.69000244140625,-0.6243979264988764,8312400,0.0,0.0
277.739990234375,285.80999755859375,276.6099853515625,0.010770781444846556,7769000,0.0,0.0
282.07000732421875,286.6400146484375,280.010009765625,0.8939224056989881,9371100,0.0,0.0
283.8800048828125,284.5,274.45001220703125,-1.0318793795584535,8891500,0.0,0.0
281.0,286.0,277.80999755859375,2.8007397774786558,7301800,0.0,0.0
288.75,295.6499938964844,287.010009765625,2.8783307792618285,10268600,0.0,0.0
294.7699890136719,297.3599853515625,290.5899963378906,-1.2068324266900188,9416500,0.0,0.0
293.1000061035156,295.75,290.7799987792969,0.26496664604227504,7653500,0.0,0.0
292.75,295.25,283.8299865722656,-0.3397591522359744,11932100,0.0,0.0
284.6499938964844,301.17999267578125,283.2300109863281,3.6709158741001557,13345300,0.0,0.0
302.8500061035156,316.9100036621094,297.6000061035156,4.633786006536766,18986100,0.0,0.0
319.8800048828125,325.7900085449219,316.5,3.24444483196924,18525800,0.0,0.0
320.0,323.739990234375,314.54998779296875,-1.2483849527564983,17132200,0.0,0.0
322.20001220703125,322.9200134277344,314.1300048828125,-1.2953056466165958,11340100,0.0,0.0
321.3299865722656,331.44000244140625,320.2300109863281,4.555205817478303,14500200,0.0,0.0
333.55999755859375,333.9800109863281,318.6000061035156,-3.0593816599521984,20369200,0.0,0.0
323.8699951171875,325.8399963378906,313.2799987792969,-1.6868917261362082,12917200,0.0,0.0
318.1600036621094,323.8800048828125,317.70001220703125,1.7949799995285343,10475100,0.0,0.0
323.1700134277344,323.3999938964844,318.1400146484375,-0.1430544153446789,5642900,0.0,0.0
321.4200134277344,324.1099853515625,318.3699951171875,-0.8221944504559597,7333700,0.0,0.0
315.79998779296875,317.0,307.3399963378906,-1.560684889367192,9925200,0.0,0.0
313.260009765625,319.5,312.79998779296875,1.2823749115688177,5991900,0.0,0.0
316.3500061035156,319.3999938964844,314.510009765625,-0.321256382258861,5263900,0.0,0.0
313.07000732421875,314.1199951171875,305.6600036621094,-3.0902421763753574,8063300,0.0,0.0
307.4100036621094,309.3699951171875,300.3599853515625,-1.8780598423115857,9529900,0.0,0.0
309.3599853515625,321.0299987792969,302.0,6.449791820510309,11988300,0.0,0.0
322.489990234375,322.8999938964844,297.0,-6.137038641340487,12068600,0.0,0.0
298.3900146484375,298.79998779296875,281.6099853515625,-4.9619253405812085,18972900,0.0,0.0
287.0,295.3500061035156,275.8999938964844,3.3523524016321415,19145500,0.0,0.0
291.94000244140625,292.8699951171875,275.04998779296875,-5.099034111181111,13405800,0.0,0.0
285.45001220703125,291.25,278.010009765625,1.205895600902518,12694900,0.0,0.0
273.6300048828125,290.30999755859375,271.2200012207031,1.857788544510508,12914000,0.0,0.0
